County,Year,Sex,Disease,Cases,Branch
Alpine,2021,Total,Legionellosis,0,IDB
Amador,2021,Total,Legionellosis,0,IDB
Butte,2021,Total,Legionellosis,0,IDB
Calaveras,2021,Total,Legionellosis,1,IDB
CALIFORNIA,2021,Total,Legionellosis,461,IDB
Colusa,2021,Total,Legionellosis,0,IDB
Contra Costa,2021,Total,Legionellosis,12,IDB
Del Norte,2021,Total,Legionellosis,0,IDB
El Dorado,2021,Total,Legionellosis,1,IDB
Fresno,2021,Total,Legionellosis,10,IDB
Glenn,2021,Total,Legionellosis,0,IDB
Humboldt,2021,Total,Legionellosis,1,IDB
Imperial,2021,Total,Legionellosis,0,IDB
Inyo,2021,Total,Legionellosis,0,IDB
Kern,2021,Total,Legionellosis,7,IDB
Kings,2021,Total,Legionellosis,2,IDB
Lake,2021,Total,Legionellosis,0,IDB
Lassen,2021,Total,Legionellosis,0,IDB
Los Angeles,2021,Total,Legionellosis,121,IDB
Madera,2021,Total,Legionellosis,1,IDB
Marin,2021,Total,Legionellosis,4,IDB
Mariposa,2021,Total,Legionellosis,0,IDB
Mendocino,2021,Total,Legionellosis,3,IDB
Merced,2021,Total,Legionellosis,2,IDB
Modoc,2021,Total,Legionellosis,0,IDB
Mono,2021,Total,Legionellosis,0,IDB
Monterey,2021,Total,Legionellosis,3,IDB
Napa,2021,Total,Legionellosis,1,IDB
Nevada,2021,Total,Legionellosis,0,IDB
Orange,2021,Total,Legionellosis,59,IDB
Placer,2021,Total,Legionellosis,0,IDB
Plumas,2021,Total,Legionellosis,0,IDB
Riverside,2021,Total,Legionellosis,35,IDB
Sacramento,2021,Total,Legionellosis,12,IDB
San Benito,2021,Total,Legionellosis,2,IDB
San Bernardino,2021,Total,Legionellosis,25,IDB
San Diego,2021,Total,Legionellosis,64,IDB
San Francisco,2021,Total,Legionellosis,5,IDB
San Joaquin,2021,Total,Legionellosis,1,IDB
San Luis Obispo,2021,Total,Legionellosis,9,IDB
San Mateo,2021,Total,Legionellosis,4,IDB
Santa Barbara,2021,Total,Legionellosis,7,IDB
Santa Clara,2021,Total,Legionellosis,14,IDB
Santa Cruz,2021,Total,Legionellosis,4,IDB
Shasta,2021,Total,Legionellosis,1,IDB
Sierra,2021,Total,Legionellosis,0,IDB
Siskiyou,2021,Total,Legionellosis,0,IDB
Solano,2021,Total,Legionellosis,2,IDB
Sonoma,2021,Total,Legionellosis,5,IDB
Stanislaus,2021,Total,Legionellosis,4,IDB
Sutter,2021,Total,Legionellosis,0,IDB
Tehama,2021,Total,Legionellosis,1,IDB
Trinity,2021,Total,Legionellosis,0,IDB
Tulare,2021,Total,Legionellosis,7,IDB
Tuolumne,2021,Total,Legionellosis,0,IDB
Ventura,2021,Total,Legionellosis,20,IDB
Yolo,2021,Total,Legionellosis,2,IDB
Yuba,2021,Total,Legionellosis,0,IDB
Alameda,2021,Total,Leprosy,0,IDB
Alpine,2021,Total,Leprosy,0,IDB
Amador,2021,Total,Leprosy,0,IDB
Butte,2021,Total,Leprosy,0,IDB
Calaveras,2021,Total,Leprosy,0,IDB
CALIFORNIA,2021,Total,Leprosy,3,IDB
Colusa,2021,Total,Leprosy,0,IDB
Contra Costa,2021,Total,Leprosy,0,IDB
Del Norte,2021,Total,Leprosy,0,IDB
El Dorado,2021,Total,Leprosy,0,IDB
Fresno,2021,Total,Leprosy,0,IDB
Glenn,2021,Total,Leprosy,0,IDB
Humboldt,2021,Total,Leprosy,0,IDB
Imperial,2021,Total,Leprosy,0,IDB
Inyo,2021,Total,Leprosy,0,IDB
Kern,2021,Total,Leprosy,0,IDB
Kings,2021,Total,Leprosy,0,IDB
Lake,2021,Total,Leprosy,0,IDB
Lassen,2021,Total,Leprosy,0,IDB
Los Angeles,2021,Total,Leprosy,1,IDB
Madera,2021,Total,Leprosy,0,IDB
Marin,2021,Total,Leprosy,0,IDB
Mariposa,2021,Total,Leprosy,0,IDB
Mendocino,2021,Total,Leprosy,0,IDB
Merced,2021,Total,Leprosy,0,IDB
Modoc,2021,Total,Leprosy,0,IDB
Mono,2021,Total,Leprosy,0,IDB
Monterey,2021,Total,Leprosy,0,IDB
Napa,2021,Total,Leprosy,0,IDB
Nevada,2021,Total,Leprosy,0,IDB
Orange,2021,Total,Leprosy,0,IDB
Placer,2021,Total,Leprosy,0,IDB
Plumas,2021,Total,Leprosy,0,IDB
Riverside,2021,Total,Leprosy,0,IDB
Sacramento,2021,Total,Leprosy,1,IDB
San Benito,2021,Total,Leprosy,0,IDB
San Bernardino,2021,Total,Leprosy,0,IDB
San Diego,2021,Total,Leprosy,0,IDB
San Francisco,2021,Total,Leprosy,0,IDB
San Joaquin,2021,Total,Leprosy,0,IDB
San Luis Obispo,2021,Total,Leprosy,0,IDB
San Mateo,2021,Total,Leprosy,0,IDB
Santa Barbara,2021,Total,Leprosy,0,IDB
Santa Clara,2021,Total,Leprosy,1,IDB
Santa Cruz,2021,Total,Leprosy,0,IDB
Shasta,2021,Total,Leprosy,0,IDB
Sierra,2021,Total,Leprosy,0,IDB
Siskiyou,2021,Total,Leprosy,0,IDB
Solano,2021,Total,Leprosy,0,IDB
Sonoma,2021,Total,Leprosy,0,IDB
Stanislaus,2021,Total,Leprosy,0,IDB
Sutter,2021,Total,Leprosy,0,IDB
Tehama,2021,Total,Leprosy,0,IDB
Trinity,2021,Total,Leprosy,0,IDB
Tulare,2021,Total,Leprosy,0,IDB
Tuolumne,2021,Total,Leprosy,0,IDB
Ventura,2021,Total,Leprosy,0,IDB
Yolo,2021,Total,Leprosy,0,IDB
Yuba,2021,Total,Leprosy,0,IDB
Alameda,2021,Total,Leptospirosis,1,IDB
Alpine,2021,Total,Leptospirosis,0,IDB
Amador,2021,Total,Leptospirosis,0,IDB
Butte,2021,Total,Leptospirosis,0,IDB
Calaveras,2021,Total,Leptospirosis,0,IDB
CALIFORNIA,2021,Total,Leptospirosis,5,IDB
Colusa,2021,Total,Leptospirosis,0,IDB
Contra Costa,2021,Total,Leptospirosis,1,IDB
Del Norte,2021,Total,Leptospirosis,0,IDB
El Dorado,2021,Total,Leptospirosis,0,IDB
Fresno,2021,Total,Leptospirosis,0,IDB
Glenn,2021,Total,Leptospirosis,0,IDB
Humboldt,2021,Total,Leptospirosis,1,IDB
Imperial,2021,Total,Leptospirosis,0,IDB
Inyo,2021,Total,Leptospirosis,0,IDB
Kern,2021,Total,Leptospirosis,0,IDB
Kings,2021,Total,Leptospirosis,0,IDB
Lake,2021,Total,Leptospirosis,0,IDB
Lassen,2021,Total,Leptospirosis,0,IDB
Los Angeles,2021,Total,Leptospirosis,0,IDB
Madera,2021,Total,Leptospirosis,0,IDB
Marin,2021,Total,Leptospirosis,0,IDB
Mariposa,2021,Total,Leptospirosis,0,IDB
Mendocino,2021,Total,Leptospirosis,0,IDB
Merced,2021,Total,Leptospirosis,0,IDB
Modoc,2021,Total,Leptospirosis,0,IDB
Mono,2021,Total,Leptospirosis,0,IDB
Monterey,2021,Total,Leptospirosis,0,IDB
Napa,2021,Total,Leptospirosis,0,IDB
Nevada,2021,Total,Leptospirosis,0,IDB
Orange,2021,Total,Leptospirosis,1,IDB
Placer,2021,Total,Leptospirosis,0,IDB
Plumas,2021,Total,Leptospirosis,0,IDB
Riverside,2021,Total,Leptospirosis,1,IDB
Sacramento,2021,Total,Leptospirosis,0,IDB
San Benito,2021,Total,Leptospirosis,0,IDB
San Bernardino,2021,Total,Leptospirosis,0,IDB
San Diego,2021,Total,Leptospirosis,0,IDB
San Francisco,2021,Total,Leptospirosis,0,IDB
San Joaquin,2021,Total,Leptospirosis,0,IDB
San Luis Obispo,2021,Total,Leptospirosis,0,IDB
San Mateo,2021,Total,Leptospirosis,0,IDB
Santa Barbara,2021,Total,Leptospirosis,0,IDB
Santa Clara,2021,Total,Leptospirosis,0,IDB
Santa Cruz,2021,Total,Leptospirosis,0,IDB
Shasta,2021,Total,Leptospirosis,0,IDB
Sierra,2021,Total,Leptospirosis,0,IDB
Siskiyou,2021,Total,Leptospirosis,0,IDB
Solano,2021,Total,Leptospirosis,0,IDB
Sonoma,2021,Total,Leptospirosis,0,IDB
Stanislaus,2021,Total,Leptospirosis,0,IDB
Sutter,2021,Total,Leptospirosis,0,IDB
Tehama,2021,Total,Leptospirosis,0,IDB
Trinity,2021,Total,Leptospirosis,0,IDB
Tulare,2021,Total,Leptospirosis,0,IDB
Tuolumne,2021,Total,Leptospirosis,0,IDB
Ventura,2021,Total,Leptospirosis,0,IDB
Yolo,2021,Total,Leptospirosis,0,IDB
Yuba,2021,Total,Leptospirosis,0,IDB
Alameda,2021,Total,Listeriosis,5,IDB
Alpine,2021,Total,Listeriosis,0,IDB
Amador,2021,Total,Listeriosis,0,IDB
Butte,2021,Total,Listeriosis,0,IDB
Calaveras,2021,Total,Listeriosis,0,IDB
CALIFORNIA,2021,Total,Listeriosis,107,IDB
Colusa,2021,Total,Listeriosis,0,IDB
Contra Costa,2021,Total,Listeriosis,3,IDB
Del Norte,2021,Total,Listeriosis,0,IDB
El Dorado,2021,Total,Listeriosis,0,IDB
Fresno,2021,Total,Listeriosis,2,IDB
Glenn,2021,Total,Listeriosis,0,IDB
Humboldt,2021,Total,Listeriosis,2,IDB
Imperial,2021,Total,Listeriosis,0,IDB
Inyo,2021,Total,Listeriosis,0,IDB
Kern,2021,Total,Listeriosis,1,IDB
Kings,2021,Total,Listeriosis,0,IDB
Lake,2021,Total,Listeriosis,0,IDB
Lassen,2021,Total,Listeriosis,0,IDB
Los Angeles,2021,Total,Listeriosis,34,IDB
Madera,2021,Total,Listeriosis,0,IDB
Marin,2021,Total,Listeriosis,0,IDB
Mariposa,2021,Total,Listeriosis,0,IDB
Mendocino,2021,Total,Listeriosis,3,IDB
Merced,2021,Total,Listeriosis,1,IDB
Modoc,2021,Total,Listeriosis,0,IDB
Mono,2021,Total,Listeriosis,0,IDB
Monterey,2021,Total,Listeriosis,2,IDB
Napa,2021,Total,Listeriosis,1,IDB
Nevada,2021,Total,Listeriosis,0,IDB
Orange,2021,Total,Listeriosis,11,IDB
Placer,2021,Total,Listeriosis,1,IDB
Plumas,2021,Total,Listeriosis,0,IDB
Riverside,2021,Total,Listeriosis,1,IDB
Sacramento,2021,Total,Listeriosis,6,IDB
San Benito,2021,Total,Listeriosis,1,IDB
San Bernardino,2021,Total,Listeriosis,5,IDB
San Diego,2021,Total,Listeriosis,8,IDB
San Francisco,2021,Total,Listeriosis,5,IDB
San Joaquin,2021,Total,Listeriosis,1,IDB
San Luis Obispo,2021,Total,Listeriosis,1,IDB
San Mateo,2021,Total,Listeriosis,2,IDB
Santa Barbara,2021,Total,Listeriosis,0,IDB
Santa Clara,2021,Total,Listeriosis,1,IDB
Santa Cruz,2021,Total,Listeriosis,0,IDB
Shasta,2021,Total,Listeriosis,1,IDB
Sierra,2021,Total,Listeriosis,0,IDB
Siskiyou,2021,Total,Listeriosis,0,IDB
Solano,2021,Total,Listeriosis,3,IDB
Sonoma,2021,Total,Listeriosis,1,IDB
Stanislaus,2021,Total,Listeriosis,1,IDB
Sutter,2021,Total,Listeriosis,1,IDB
Tehama,2021,Total,Listeriosis,0,IDB
Trinity,2021,Total,Listeriosis,0,IDB
Tulare,2021,Total,Listeriosis,0,IDB
Tuolumne,2021,Total,Listeriosis,0,IDB
Ventura,2021,Total,Listeriosis,3,IDB
Yolo,2021,Total,Listeriosis,0,IDB
Yuba,2021,Total,Listeriosis,0,IDB
Alameda,2021,Total,Lyme Disease,4,IDB
Alpine,2021,Total,Lyme Disease,0,IDB
Amador,2021,Total,Lyme Disease,0,IDB
Butte,2021,Total,Lyme Disease,0,IDB
Calaveras,2021,Total,Lyme Disease,0,IDB
CALIFORNIA,2021,Total,Lyme Disease,106,IDB
Colusa,2021,Total,Lyme Disease,0,IDB
Contra Costa,2021,Total,Lyme Disease,6,IDB
Del Norte,2021,Total,Lyme Disease,0,IDB
El Dorado,2021,Total,Lyme Disease,1,IDB
Fresno,2021,Total,Lyme Disease,1,IDB
Glenn,2021,Total,Lyme Disease,0,IDB
Humboldt,2021,Total,Lyme Disease,0,IDB
Imperial,2021,Total,Lyme Disease,0,IDB
Inyo,2021,Total,Lyme Disease,0,IDB
Kern,2021,Total,Lyme Disease,0,IDB
Kings,2021,Total,Lyme Disease,0,IDB
Lake,2021,Total,Lyme Disease,0,IDB
Lassen,2021,Total,Lyme Disease,0,IDB
Los Angeles,2021,Total,Lyme Disease,7,IDB
Madera,2021,Total,Lyme Disease,0,IDB
Marin,2021,Total,Lyme Disease,5,IDB
Mariposa,2021,Total,Lyme Disease,0,IDB
Mendocino,2021,Total,Lyme Disease,8,IDB
Merced,2021,Total,Lyme Disease,0,IDB
Modoc,2021,Total,Lyme Disease,0,IDB
Mono,2021,Total,Lyme Disease,0,IDB
Monterey,2021,Total,Lyme Disease,2,IDB
Napa,2021,Total,Lyme Disease,2,IDB
Nevada,2021,Total,Lyme Disease,0,IDB
Orange,2021,Total,Lyme Disease,0,IDB
Placer,2021,Total,Lyme Disease,0,IDB
Plumas,2021,Total,Lyme Disease,0,IDB
Riverside,2021,Total,Lyme Disease,4,IDB
Sacramento,2021,Total,Lyme Disease,0,IDB
San Benito,2021,Total,Lyme Disease,0,IDB
San Bernardino,2021,Total,Lyme Disease,4,IDB
San Diego,2021,Total,Lyme Disease,10,IDB
San Francisco,2021,Total,Lyme Disease,12,IDB
San Joaquin,2021,Total,Lyme Disease,0,IDB
San Luis Obispo,2021,Total,Lyme Disease,1,IDB
San Mateo,2021,Total,Lyme Disease,0,IDB
Santa Barbara,2021,Total,Lyme Disease,3,IDB
Santa Clara,2021,Total,Lyme Disease,8,IDB
Santa Cruz,2021,Total,Lyme Disease,12,IDB
Shasta,2021,Total,Lyme Disease,1,IDB
Sierra,2021,Total,Lyme Disease,0,IDB
Siskiyou,2021,Total,Lyme Disease,1,IDB
Solano,2021,Total,Lyme Disease,1,IDB
Sonoma,2021,Total,Lyme Disease,4,IDB
Stanislaus,2021,Total,Lyme Disease,1,IDB
Sutter,2021,Total,Lyme Disease,0,IDB
Tehama,2021,Total,Lyme Disease,0,IDB
Trinity,2021,Total,Lyme Disease,0,IDB
Tulare,2021,Total,Lyme Disease,0,IDB
Tuolumne,2021,Total,Lyme Disease,0,IDB
Ventura,2021,Total,Lyme Disease,5,IDB
Yolo,2021,Total,Lyme Disease,1,IDB
Yuba,2021,Total,Lyme Disease,2,IDB
Alameda,2021,Total,Malaria,10,IDB
Alpine,2021,Total,Malaria,0,IDB
Amador,2021,Total,Malaria,0,IDB
Butte,2021,Total,Malaria,1,IDB
Calaveras,2021,Total,Malaria,0,IDB
CALIFORNIA,2021,Total,Malaria,82,IDB
Colusa,2021,Total,Malaria,0,IDB
Contra Costa,2021,Total,Malaria,3,IDB
Del Norte,2021,Total,Malaria,0,IDB
El Dorado,2021,Total,Malaria,0,IDB
Fresno,2021,Total,Malaria,0,IDB
Glenn,2021,Total,Malaria,0,IDB
Humboldt,2021,Total,Malaria,0,IDB
Imperial,2021,Total,Malaria,1,IDB
Inyo,2021,Total,Malaria,0,IDB
Kern,2021,Total,Malaria,2,IDB
Kings,2021,Total,Malaria,0,IDB
Lake,2021,Total,Malaria,0,IDB
Lassen,2021,Total,Malaria,0,IDB
Los Angeles,2021,Total,Malaria,20,IDB
Madera,2021,Total,Malaria,0,IDB
Marin,2021,Total,Malaria,0,IDB
Mariposa,2021,Total,Malaria,0,IDB
Mendocino,2021,Total,Malaria,0,IDB
Merced,2021,Total,Malaria,0,IDB
Modoc,2021,Total,Malaria,0,IDB
Mono,2021,Total,Malaria,0,IDB
Monterey,2021,Total,Malaria,0,IDB
Napa,2021,Total,Malaria,0,IDB
Nevada,2021,Total,Malaria,0,IDB
Orange,2021,Total,Malaria,3,IDB
Placer,2021,Total,Malaria,2,IDB
Plumas,2021,Total,Malaria,0,IDB
Riverside,2021,Total,Malaria,2,IDB
Sacramento,2021,Total,Malaria,7,IDB
San Benito,2021,Total,Malaria,0,IDB
San Bernardino,2021,Total,Malaria,6,IDB
San Diego,2021,Total,Malaria,8,IDB
San Francisco,2021,Total,Malaria,2,IDB
San Joaquin,2021,Total,Malaria,1,IDB
San Luis Obispo,2021,Total,Malaria,0,IDB
San Mateo,2021,Total,Malaria,2,IDB
Santa Barbara,2021,Total,Malaria,1,IDB
Santa Clara,2021,Total,Malaria,6,IDB
Santa Cruz,2021,Total,Malaria,0,IDB
Shasta,2021,Total,Malaria,0,IDB
Sierra,2021,Total,Malaria,0,IDB
Siskiyou,2021,Total,Malaria,0,IDB
Solano,2021,Total,Malaria,2,IDB
Sonoma,2021,Total,Malaria,0,IDB
Stanislaus,2021,Total,Malaria,2,IDB
Sutter,2021,Total,Malaria,0,IDB
Tehama,2021,Total,Malaria,0,IDB
Trinity,2021,Total,Malaria,0,IDB
Tulare,2021,Total,Malaria,0,IDB
Tuolumne,2021,Total,Malaria,0,IDB
Ventura,2021,Total,Malaria,1,IDB
Yolo,2021,Total,Malaria,0,IDB
Yuba,2021,Total,Malaria,0,IDB
Alameda,2021,Total,Paralytic Shellfish Poisoning,1,IDB
Alpine,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Amador,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Butte,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Calaveras,2021,Total,Paralytic Shellfish Poisoning,0,IDB
CALIFORNIA,2021,Total,Paralytic Shellfish Poisoning,1,IDB
Colusa,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Contra Costa,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Del Norte,2021,Total,Paralytic Shellfish Poisoning,0,IDB
El Dorado,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Fresno,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Glenn,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Humboldt,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Imperial,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Inyo,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Kern,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Kings,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Lake,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Lassen,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Los Angeles,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Madera,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Marin,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Mariposa,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Mendocino,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Merced,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Modoc,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Mono,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Monterey,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Napa,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Nevada,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Orange,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Placer,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Plumas,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Riverside,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Sacramento,2021,Total,Paralytic Shellfish Poisoning,0,IDB
San Benito,2021,Total,Paralytic Shellfish Poisoning,0,IDB
San Bernardino,2021,Total,Paralytic Shellfish Poisoning,0,IDB
San Diego,2021,Total,Paralytic Shellfish Poisoning,0,IDB
San Francisco,2021,Total,Paralytic Shellfish Poisoning,0,IDB
San Joaquin,2021,Total,Paralytic Shellfish Poisoning,0,IDB
San Luis Obispo,2021,Total,Paralytic Shellfish Poisoning,0,IDB
San Mateo,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Santa Barbara,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Santa Clara,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Santa Cruz,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Shasta,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Sierra,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Siskiyou,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Solano,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Sonoma,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Stanislaus,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Sutter,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Tehama,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Trinity,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Tulare,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Tuolumne,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Ventura,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Yolo,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Yuba,2021,Total,Paralytic Shellfish Poisoning,0,IDB
Alameda,2021,Total,Paratyphoid Fever,0,IDB
Alpine,2021,Total,Paratyphoid Fever,0,IDB
Amador,2021,Total,Paratyphoid Fever,0,IDB
Butte,2021,Total,Paratyphoid Fever,0,IDB
Calaveras,2021,Total,Paratyphoid Fever,0,IDB
CALIFORNIA,2021,Total,Paratyphoid Fever,8,IDB
Colusa,2021,Total,Paratyphoid Fever,0,IDB
Contra Costa,2021,Total,Paratyphoid Fever,0,IDB
Del Norte,2021,Total,Paratyphoid Fever,0,IDB
El Dorado,2021,Total,Paratyphoid Fever,0,IDB
Fresno,2021,Total,Paratyphoid Fever,1,IDB
Glenn,2021,Total,Paratyphoid Fever,0,IDB
Humboldt,2021,Total,Paratyphoid Fever,0,IDB
Imperial,2021,Total,Paratyphoid Fever,0,IDB
Inyo,2021,Total,Paratyphoid Fever,0,IDB
Kern,2021,Total,Paratyphoid Fever,0,IDB
Kings,2021,Total,Paratyphoid Fever,0,IDB
Lake,2021,Total,Paratyphoid Fever,0,IDB
Lassen,2021,Total,Paratyphoid Fever,0,IDB
Los Angeles,2021,Total,Paratyphoid Fever,1,IDB
Madera,2021,Total,Paratyphoid Fever,0,IDB
Marin,2021,Total,Paratyphoid Fever,0,IDB
Mariposa,2021,Total,Paratyphoid Fever,0,IDB
Mendocino,2021,Total,Paratyphoid Fever,0,IDB
Merced,2021,Total,Paratyphoid Fever,0,IDB
Modoc,2021,Total,Paratyphoid Fever,0,IDB
Mono,2021,Total,Paratyphoid Fever,0,IDB
Monterey,2021,Total,Paratyphoid Fever,1,IDB
Napa,2021,Total,Paratyphoid Fever,0,IDB
Nevada,2021,Total,Paratyphoid Fever,0,IDB
Orange,2021,Total,Paratyphoid Fever,0,IDB
Placer,2021,Total,Paratyphoid Fever,0,IDB
Plumas,2021,Total,Paratyphoid Fever,0,IDB
Riverside,2021,Total,Paratyphoid Fever,1,IDB
Sacramento,2021,Total,Paratyphoid Fever,0,IDB
San Benito,2021,Total,Paratyphoid Fever,0,IDB
San Bernardino,2021,Total,Paratyphoid Fever,0,IDB
San Diego,2021,Total,Paratyphoid Fever,1,IDB
San Francisco,2021,Total,Paratyphoid Fever,0,IDB
San Joaquin,2021,Total,Paratyphoid Fever,0,IDB
San Luis Obispo,2021,Total,Paratyphoid Fever,0,IDB
San Mateo,2021,Total,Paratyphoid Fever,0,IDB
Santa Barbara,2021,Total,Paratyphoid Fever,0,IDB
Santa Clara,2021,Total,Paratyphoid Fever,3,IDB
Santa Cruz,2021,Total,Paratyphoid Fever,0,IDB
Shasta,2021,Total,Paratyphoid Fever,0,IDB
Sierra,2021,Total,Paratyphoid Fever,0,IDB
Siskiyou,2021,Total,Paratyphoid Fever,0,IDB
Solano,2021,Total,Paratyphoid Fever,0,IDB
Sonoma,2021,Total,Paratyphoid Fever,0,IDB
Stanislaus,2021,Total,Paratyphoid Fever,0,IDB
Sutter,2021,Total,Paratyphoid Fever,0,IDB
Tehama,2021,Total,Paratyphoid Fever,0,IDB
Trinity,2021,Total,Paratyphoid Fever,0,IDB
Tulare,2021,Total,Paratyphoid Fever,0,IDB
Tuolumne,2021,Total,Paratyphoid Fever,0,IDB
Ventura,2021,Total,Paratyphoid Fever,0,IDB
Yolo,2021,Total,Paratyphoid Fever,0,IDB
Yuba,2021,Total,Paratyphoid Fever,0,IDB
Alameda,2021,Total,"Plague, human",0,IDB
Alpine,2021,Total,"Plague, human",0,IDB
Amador,2021,Total,"Plague, human",0,IDB
Butte,2021,Total,"Plague, human",0,IDB
Calaveras,2021,Total,"Plague, human",0,IDB
CALIFORNIA,2021,Total,"Plague, human",0,IDB
Colusa,2021,Total,"Plague, human",0,IDB
Contra Costa,2021,Total,"Plague, human",0,IDB
Del Norte,2021,Total,"Plague, human",0,IDB
El Dorado,2021,Total,"Plague, human",0,IDB
Fresno,2021,Total,"Plague, human",0,IDB
Glenn,2021,Total,"Plague, human",0,IDB
Humboldt,2021,Total,"Plague, human",0,IDB
Imperial,2021,Total,"Plague, human",0,IDB
Inyo,2021,Total,"Plague, human",0,IDB
Kern,2021,Total,"Plague, human",0,IDB
Kings,2021,Total,"Plague, human",0,IDB
Lake,2021,Total,"Plague, human",0,IDB
Lassen,2021,Total,"Plague, human",0,IDB
Los Angeles,2021,Total,"Plague, human",0,IDB
Madera,2021,Total,"Plague, human",0,IDB
Marin,2021,Total,"Plague, human",0,IDB
Mariposa,2021,Total,"Plague, human",0,IDB
Mendocino,2021,Total,"Plague, human",0,IDB
Merced,2021,Total,"Plague, human",0,IDB
Modoc,2021,Total,"Plague, human",0,IDB
Mono,2021,Total,"Plague, human",0,IDB
Monterey,2021,Total,"Plague, human",0,IDB
Napa,2021,Total,"Plague, human",0,IDB
Nevada,2021,Total,"Plague, human",0,IDB
Orange,2021,Total,"Plague, human",0,IDB
Placer,2021,Total,"Plague, human",0,IDB
Plumas,2021,Total,"Plague, human",0,IDB
Riverside,2021,Total,"Plague, human",0,IDB
Sacramento,2021,Total,"Plague, human",0,IDB
San Benito,2021,Total,"Plague, human",0,IDB
San Bernardino,2021,Total,"Plague, human",0,IDB
San Diego,2021,Total,"Plague, human",0,IDB
San Francisco,2021,Total,"Plague, human",0,IDB
San Joaquin,2021,Total,"Plague, human",0,IDB
San Luis Obispo,2021,Total,"Plague, human",0,IDB
San Mateo,2021,Total,"Plague, human",0,IDB
Santa Barbara,2021,Total,"Plague, human",0,IDB
Santa Clara,2021,Total,"Plague, human",0,IDB
Santa Cruz,2021,Total,"Plague, human",0,IDB
Shasta,2021,Total,"Plague, human",0,IDB
Sierra,2021,Total,"Plague, human",0,IDB
Siskiyou,2021,Total,"Plague, human",0,IDB
Solano,2021,Total,"Plague, human",0,IDB
Sonoma,2021,Total,"Plague, human",0,IDB
Stanislaus,2021,Total,"Plague, human",0,IDB
Sutter,2021,Total,"Plague, human",0,IDB
Tehama,2021,Total,"Plague, human",0,IDB
Trinity,2021,Total,"Plague, human",0,IDB
Tulare,2021,Total,"Plague, human",0,IDB
Tuolumne,2021,Total,"Plague, human",0,IDB
Ventura,2021,Total,"Plague, human",0,IDB
Yolo,2021,Total,"Plague, human",0,IDB
Yuba,2021,Total,"Plague, human",0,IDB
Alameda,2021,Total,Psittacosis,0,IDB
Alpine,2021,Total,Psittacosis,0,IDB
Amador,2021,Total,Psittacosis,0,IDB
Butte,2021,Total,Psittacosis,0,IDB
Calaveras,2021,Total,Psittacosis,0,IDB
CALIFORNIA,2021,Total,Psittacosis,0,IDB
Colusa,2021,Total,Psittacosis,0,IDB
Contra Costa,2021,Total,Psittacosis,0,IDB
Del Norte,2021,Total,Psittacosis,0,IDB
El Dorado,2021,Total,Psittacosis,0,IDB
Fresno,2021,Total,Psittacosis,0,IDB
Glenn,2021,Total,Psittacosis,0,IDB
